,f0,f1,t0,t1,dB0,dB1,dist,utime,ufreq
981,613,656,31.579138321995462,33.18131519274377,23.0,17.0,81,2.0,43
982,613,619,31.579138321995462,34.365532879818595,23.0,15.0,120,3.0,6
983,477,55,32.13641723356009,33.715374149659866,27.0,22.0,427,2.0,422
984,477,67,32.13641723356009,34.644172335600906,27.0,31.0,424,3.0,410
985,477,236,32.13641723356009,34.89959183673469,27.0,22.0,269,3.0,241
986,477,494,32.13641723356009,33.18131519274377,27.0,15.0,48,1.0,17
987,477,483,32.13641723356009,34.82993197278912,27.0,29.0,116,3.0,6
988,477,656,32.13641723356009,33.18131519274377,27.0,17.0,185,1.0,179
989,477,619,32.13641723356009,34.365532879818595,27.0,15.0,171,2.0,142
990,477,880,32.13641723356009,34.876371882086175,27.0,-0.0,420,3.0,403
991,494,67,33.18131519274377,34.644172335600906,15.0,31.0,432,1.0,427
992,494,80,33.18131519274377,35.851609977324266,15.0,30.0,430,3.0,414
993,494,82,33.18131519274377,36.037369614512464,15.0,25.0,430,3.0,412
994,494,236,33.18131519274377,34.89959183673469,15.0,22.0,268,2.0,258
995,494,234,33.18131519274377,35.340770975056685,15.0,24.0,276,2.0,260
996,494,236,33.18131519274377,36.083809523809535,15.0,18.0,287,3.0,258
997,494,483,33.18131519274377,34.82993197278912,15.0,29.0,72,2.0,11
998,494,459,33.18131519274377,35.94448979591837,15.0,23.0,124,3.0,35
999,494,468,33.18131519274377,36.014149659863946,15.0,16.0,125,3.0,26
1000,494,619,33.18131519274377,34.365532879818595,15.0,15.0,135,1.0,125
1001,494,622,33.18131519274377,35.5265306122449,15.0,17.0,163,2.0,128
1002,494,880,33.18131519274377,34.876371882086175,15.0,-0.0,393,2.0,386
1003,494,831,33.18131519274377,35.503310657596366,15.0,2.0,352,2.0,337
1004,483,80,34.82993197278912,35.851609977324266,29.0,30.0,405,1.0,403
1005,483,82,34.82993197278912,36.037369614512464,29.0,25.0,404,1.0,401
1006,483,236,34.82993197278912,36.083809523809535,29.0,18.0,253,1.0,247
1007,483,459,34.82993197278912,35.94448979591837,29.0,23.0,54,1.0,24
1008,483,468,34.82993197278912,36.014149659863946,29.0,16.0,53,1.0,15
1009,483,656,34.82993197278912,36.75718820861678,29.0,11.0,192,2.0,173
1010,459,74,35.94448979591837,37.94140589569161,23.0,29.0,394,2.0,385
1011,459,79,35.94448979591837,38.35936507936508,23.0,26.0,394,2.0,380
1012,459,295,35.94448979591837,37.94140589569161,23.0,26.0,185,2.0,164
1013,459,461,35.94448979591837,37.9181859410431,23.0,27.0,85,2.0,2
1014,459,474,35.94448979591837,38.38258503401361,23.0,27.0,106,2.0,15
1015,459,617,35.94448979591837,37.8485260770975,23.0,14.0,178,2.0,158
1016,459,624,35.94448979591837,38.150385487528354,23.0,19.0,190,2.0,165
1017,459,833,35.94448979591837,38.173605442176864,23.0,-0.0,386,2.0,374
1018,468,74,36.014149659863946,37.94140589569161,16.0,29.0,403,2.0,394
1019,468,79,36.014149659863946,38.35936507936508,16.0,26.0,402,2.0,389
1020,468,295,36.014149659863946,37.94140589569161,16.0,26.0,192,2.0,173
1021,468,212,36.014149659863946,38.963083900226756,16.0,29.0,286,3.0,256
1022,468,461,36.014149659863946,37.9181859410431,16.0,27.0,82,2.0,7
1023,468,474,36.014149659863946,38.38258503401361,16.0,27.0,102,2.0,6
1024,468,617,36.014149659863946,37.8485260770975,16.0,14.0,169,2.0,149
1025,468,624,36.014149659863946,38.150385487528354,16.0,19.0,181,2.0,156
1026,468,833,36.014149659863946,38.173605442176864,16.0,-0.0,377,2.0,365
1027,461,55,37.9181859410431,39.2649433106576,27.0,21.0,410,1.0,406
1028,461,63,37.9181859410431,39.984761904761896,27.0,24.0,408,2.0,398
1029,461,212,37.9181859410431,38.963083900226756,27.0,29.0,253,1.0,249
1030,461,209,37.9181859410431,39.055963718820855,27.0,27.0,257,1.0,252
1031,461,208,37.9181859410431,40.05442176870749,27.0,24.0,269,2.0,253
